PaperName,URL,LastEdited,Disciplines,Tags
Potential psychosocial impact of COVID-19 on children: A scoping review of pandemics & epidemics,https://psyarxiv.com/ucdg9/,"Oct 3, 2020",['Social and Behavioral Sciences'],"['children', 'COVID-19', 'epidemic', 'isolation', 'mental health', 'pandemic', 'psychosocial', 'school closure']"
Predictors and patterns of gambling behaviour across the COVID-19 lockdown: findings from a UK cohort study,https://psyarxiv.com/8qthw/,"Dec 14, 2020","['Social and Behavioral Sciences', 'Psychology, other']","['coping', 'Covid-19', 'gambling', 'lockdown', 'risk behaviours']"
Chasing the Curve: Program Description of the Geisinger Primary Care Behavioral Health Virtual First Response to COVID-19,https://psyarxiv.com/8s6w5/,"Sep 18, 2020",['Psychiatry'],"['COVID-19', 'integrated care', 'primary care behavioral health', 'rural mental health', 'telebehavioral health']"
Adverse and Benevolent Childhood Experiences Predict Mental Health during the COVID-19 Pandemic,https://psyarxiv.com/vr5jd/,"Apr 21, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Clinical Psychology']",[]
Concerns about the Coronavirus Outbreak among Health and Social Service Workers: The Mediating Role of Job Burnout,https://psyarxiv.com/m24de/,"Nov 4, 2020","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Affect and Emotion Regulation', 'Health Psychology']",[]
Poor sleep quality is associated with greater negative consequences for cognitive control function and psychological health after mild traumatic brain injury than after orthopedic injury,https://psyarxiv.com/hc8jz/,"Mar 23, 2021","['Neuroscience', 'Clinical Neuroscience', 'Psychiatry']","['anxiety', 'cognitive control', 'depression', 'insomnia', 'mild traumatic brain injury']"
Remembering for Resilience: Brief Cognitive-Reminiscence Therapy Improves Psychological Resources and Mental Well-Being in Young Adults,https://psyarxiv.com/u9wbr/,"May 10, 2021","['Social and Behavioral Sciences', 'Emotion', 'Cognitive Psychology', 'Clinical Psychology', 'Memory', 'Intervention Research', 'Social and Personality Psychology']","['autobiographical memory', 'automatic thoughts', 'awareness of narrative identity', 'cognitive reappraisal', 'cognitive reminiscence therapy', 'meaning in life', 'optimism', 'randomized controlled trial', 'reminiscence', 'reminiscence therapy', 'self-efficacy', 'self-esteem', 'young adults']"
Philippine Mental Health Act: just an act? A call to look into the bi-directionality of mental health and economy,https://psyarxiv.com/u43fj/,"May 8, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Mental Health', 'Social and Personality Psychology', 'Diversity', 'Psychology, other', 'Well-being', 'Social Well-being', 'Community', 'Cultural Differences']","['anxiety', 'culture', 'depression', 'economics', 'economy', 'Europe', 'happiness', 'health and economy', 'health policy', 'mental health', 'Mental Health Act', 'mental health policy', 'mental health services', 'Nordic', 'Northwestern Europe', 'Philippines', 'politics', 'psychology', 'public health', 'public health policy', 'social inclusion', 'well-being', 'World Happiness Index', 'World Happiness Report']"
Thy Will Be Done: Exploring the Longitudinal Rewards of Religious Group Membership Enactment During Volunteering,https://psyarxiv.com/ev8jg/,"May 21, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Well-being', 'Intergroup Processes', 'Self and Social Identity', 'Prosocial Behavior', 'Intragroup Processes', 'Social Well-being', 'Community']","['depression', 'group identification', 'identity enactment', 'mental health', 'religion', 'religious identity', 'social cure', 'social identity', 'social psychology', 'volunteer engagement', 'volunteering', 'wellbeing']"
"Design, content, and fieldwork procedures of the COVID-19 Psychological Research Consortium (C19PRC) Study – Wave 4",https://psyarxiv.com/nytxc/,"Jun 1, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Politics', 'Quantitative Methods', 'Health Psychology', 'Psychiatry']",[]
Antibiotic use associated to decreased recognition of facial emotion expressions and increased aggressive cognitive reactivity: a preliminary study,https://psyarxiv.com/tng84/,"Jun 28, 2021","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Clinical Psychology', 'Psychiatry', 'Emotion']","['antibiotics', 'cognitive reactivity', 'emotion recognition', 'microbiota-gut-brain axis']"
The Stress and Anxiety to Viral Epidemics-6 items (SAVE-6): A new instrument for assessing anxiety response to viral epidemics in the general population during the COVID-19 pandemic,https://psyarxiv.com/bv56s/,"May 26, 2021","['Neuroscience', 'Life Sciences', 'Psychiatry', 'Social and Behavioral Sciences']","['anxiety', 'COVID-19', 'general population', 'mental health', 'stress']"
A Lifespan Development Theory of Insecure Attachment and Internalizing Symptoms: Integrating Meta-Analytic Evidence via a Testable Evolutionary Mis/Match Hypothesis,https://psyarxiv.com/h3ewf/,"Jul 10, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Developmental Psychology', 'Attachment', 'Mental Disorders']",[]
Longitudinal association between subjective and objective memory in older adults: a study with the Virginia Cognitive Aging Project sample,https://psyarxiv.com/4ru9h/,"Jul 18, 2021","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Memory']","['aging', 'depressive symptoms', 'longitudinal', 'Objective memory', 'Subjective memory']"
"Far from the eyes, far from the heart. COVID-19 confinement dampened sensitivity to painful facial features.",https://psyarxiv.com/ewvp7/,"Jun 20, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Social Cognition', 'Emotion']",[]
Mental Health Impact of COVID-19: A global study of risk and resilience factors,https://psyarxiv.com/zj6b4/,"Jul 12, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Mental Health']","['COVID-19', 'Depression', 'General psychological disturbance', 'Global', 'Mental Health', 'Post-traumatic stress disorder', 'Resilience', 'Risk', 'Suicide']"
Personalized Models of Internalizing Symptoms for Women with Social Anxiety Disorder and Depression,https://psyarxiv.com/yjq65/,"Jul 30, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Anxiety Disorders', 'Depressive Disorders']","['Ecological sampling', 'Idiographic', 'Internalizing symptoms', 'Multilevel']"
The Stress and Anxiety to Viral Epidemics-6 items (SAVE-6): A new instrument for assessing anxiety response to viral epidemics in the general population during the COVID-19 pandemic,https://psyarxiv.com/bv56s/,"May 26, 2021","['Neuroscience', 'Life Sciences', 'Psychiatry', 'Social and Behavioral Sciences']",[]
Agarwala and Ghumaan_Covid-19_Impact of Covid-19 on women in South Asia,https://psyarxiv.com/6ycqz/,"Jul 23, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Well-being', 'Genetic factors', 'Interpersonal Relationships', 'Sexuality', 'Nonverbal Behavior', 'Moral Behavior', 'Prejudice and Discrimination', 'Violence and Aggression']","['COVID-19', 'Domestic violence', 'Pandemic', 'South Asia', 'Women']"
Development and preliminary validation of a self-report measure of negative independent and dependent events in Japanese university students,https://psyarxiv.com/tj3ve/,"Jul 24, 2021","['Social and Behavioral Sciences', 'Clinical Psychology']","['depression', 'inattention', 'negative events', 'reassurance-seeking', 'stress generation']"
Anxiety Talking: Does Anxiety Predict Sharing Information about COVID-19?,https://psyarxiv.com/ah528/,"Nov 2, 2020","['Social and Behavioral Sciences', 'Health Psychology', 'Clinical Psychology', 'Social and Personality Psychology', 'Affect and Emotion Regulation', 'Health-related Behavior', 'Emotion', 'Trauma and Stress', 'Evolution', 'Survival and Psychological Adaptations']","['anxiety', 'CMC', 'communication', 'computer-mediated communication', 'coronavirus', 'COVID19', 'COVID-19', 'Cyberpsychology', 'depression', 'Donald Trump', 'emotion', 'Health', 'Health Behavior', 'Health Psychology', 'information', 'information sharing', 'mass media', 'media', 'Mental Health', 'misinformation', 'pandemic', 'social media', 'Social Psychology', 'Technology', 'Trump']"
McLaughlin et al. (2020) - PRS - Who are the Religious Dones?,https://psyarxiv.com/hcv72/,"Nov 2, 2020","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Religion and Spirituality']",[]
Profiles of emotion regulation in young people accessing youth mental health and drug treatment,https://psyarxiv.com/qfp6t/,"Jul 7, 2020",['Psychiatry'],['Emotion Regulation; Psychopathology; Youth; Treatment']
The Relationship Between Death Anxiety and Severity of Mental Illnesses,https://psyarxiv.com/m2f7v/,"Jul 20, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Anxiety Disorders', 'Depressive Disorders', 'Mental Disorders']","['Anxiety Disorders', 'Death Anxiety', 'Fear of Death', 'Mental Health', 'Mental Illness', 'Transdiagnostic']"
Family Matters: Rethinking the Psychology of Human Social Motivation,https://psyarxiv.com/u8h3x/,"Jul 26, 2020","['Social and Behavioral Sciences', 'Social and Personality Psychology']","['Evolutionary Psychology', 'Interpersonal Relations: Family', 'Mating', 'Motivation / Goals / Reward']"
Brief Report: A Contemplative Biofeedback Intervention for Adults with ASD: Feasibility of a Community-Based Treatment,https://psyarxiv.com/rmkan/,"Jul 18, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Neurodevelopmental Disorders', 'Intervention Research']","['Adults with ASD', 'biofeedback', 'community-based', 'contemplation', 'contemplative practice', 'contemplative techniques', 'mindfulness', 'self-awareness']"
A Corpus Linguistic Analysis of Pro-Nonsuicidal Self-Injury Public Tumblr Posts Written in Spanish,https://psyarxiv.com/q24p7/,"Sep 20, 2019","['Social and Behavioral Sciences', 'Psychiatry', 'Clinical Psychology', 'Mental Disorders']","['corpus linguistics', 'lingüística de corpus', 'LIWC', 'mental health', 'NSSI', 'pró autolesiones no suicidas (ANS)', 'salud mental', 'self-injury']"
The Colorado Cognitive Assessment (CoCA): Development of an Advanced Neuropsychological Screening Tool,https://psyarxiv.com/tqckr/,"Oct 16, 2019","['Neuroscience', 'Cognitive Neuroscience', 'Behavioral Neuroscience', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Assessment', 'Clinical Neuroscience', 'Clinical Neuropsychology', 'Neurocognitive Disorders']","['Cognitive screening', 'confirmatory factor analysis', 'dementia', 'measurement invariance', 'mild cognitive impairment']"
The aetiology of social deficits within mental health disorders: The role of the immune system and endogenous opioids,https://psyarxiv.com/5r6nz/,"Sep 30, 2019","['Neuroscience', 'Clinical Neuroscience']","['endorphins', 'Immunophenotype', 'inflammation', 'mental health', 'opioids', 'psychiatry', 'social bonding']"
A Computational Theory of Mindfulness Based Cognitive Therapy from the “Bayesian Brain” Perspective,https://psyarxiv.com/qu5gb/,"Aug 26, 2019","['Psychiatry', 'Neuroscience', 'Computational Neuroscience', 'Clinical Neuroscience', 'Behavioral Neuroscience', 'Cognitive Neuroscience']",[]
"Rapid Assessment of Psychological and Epidemiological Correlates of COVID-19 Concern, Financial Strain, and Health-Related Behavior Change in a Large Online Sample",https://psyarxiv.com/jftze/,"Apr 23, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Health Psychology']",[]
Psychometric Properties of the German Version of the Young Positive Schema Questionnaire (YPSQ) in the General Population and Psychiatric Patients,https://psyarxiv.com/ytzaq/,"Jan 26, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Assessment']",[]
Variation among Mechanical Turk Workers Across Time of Day Presents an Opportunity and a Challenge for Research,https://psyarxiv.com/p8bns/,"Jan 2, 2020",['Social and Behavioral Sciences'],[]
The development and psychometric properties of a self-report Catastrophising Questionnaire,https://psyarxiv.com/h726k/,"Jan 15, 2021","['Psychiatry', 'Social and Behavioral Sciences', 'Cognitive Psychology', 'Neuroscience', 'Quantitative Methods', 'Cognitive Neuroscience', 'Psychometrics']","['anxiety disorders', 'catastrophising', 'cognitive distortions', 'mood disorders', 'psychiatry', 'self-report questionnaire']"
No evidence for morphometric associations of the amygdala and hippocampus with the five-factor model personality traits,https://psyarxiv.com/amktp/,"Jan 24, 2019","['Social and Behavioral Sciences', 'Clinical Psychology']","['amygdala', 'hippocampus', 'morphometry', 'NEO', 'Personality']"
Negative self-referential processing is associated with genetic variation in the serotonin transporter-linked polymorphic region (5-HTTLPR): Evidence from two independent studies,https://psyarxiv.com/xags7/,"Jul 2, 2018","['Neuroscience', 'Social and Behavioral Sciences', 'Clinical Psychology']","['5-httlpr', 'depression', 'self-schema']"
The impact of state-based language on the perceptions of mental illness,https://psyarxiv.com/mrfkv/,"Jan 16, 2019","['Social and Behavioral Sciences', 'Clinical Psychology', 'Cognitive Psychology']","['essentialism', 'false memory', 'mental health', 'state-based language']"
Development and Validation of Fear of Relapse Scale for Relapsing-Remitting Multiple Sclerosis,https://psyarxiv.com/9fjwr/,"Dec 21, 2018","['Life Sciences', 'Psychiatry']",[]
Canadian Adolescents’ Mental Health and Substance Use during the COVID-19 Pandemic: Associations with COVID-19 Stressors,https://psyarxiv.com/kprd9/,"Jan 6, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Clinical Child Psychology']",[]
