PaperName,URL,LastEdited,Categories,Source
Does emotion dysregulation mediate the association between ADHD symptoms and internalizing problems? A longitudinal within-person analysis in a large population-representative study,https://psyarxiv.com/32dky/,"Jul 12, 2021","['Social and Behavioral Sciences', 'Psychology', 'Child Psychology', 'Developmental Psychology']",PsyArXiv
Void Statistics and Void Galaxies in the 2dFGRS,http://arxiv.org/abs/0710.2783,"Oct 16, 2007",[],arXiv
Disc-planet interactions in sub-keplerian discs,http://arxiv.org/abs/0909.1435,"May 14, 2015",[],arXiv
Solution of the Bogoliubov-de Gennes equations at zero temperature throughout the BCS-BEC crossover: Josephson and related effects,http://arxiv.org/abs/0911.4026,"Jun 18, 2010",[],arXiv
Metal production in M33: space and time variations,http://dx.doi.org/10.1051/0004-6361/200913564,"May 14, 2015",[],arXiv
"Functional gradients through the cortex, multisensory integration and scaling laws in brain dynamics",http://arxiv.org/abs/0808.1135,"Aug 11, 2008",['Biology'],arXiv
Physical State of the Deep Interior of the CoRoT-7b Exoplanet,http://dx.doi.org/10.1017/S1743921311020175,"May 28, 2015",[],arXiv
VII Zw 403: HI Structure in a Blue Compact Dwarf Galaxy,http://arxiv.org/abs/1107.2049,"Aug 15, 2011",[],arXiv
Processing of polycyclic aromatic hydrocarbons in molecular-loop regions near the Galactic center revealed by AKARI,http://arxiv.org/abs/1110.2165,"May 30, 2015",[],arXiv
"FKBP5 Polymorphism, Coping and Emotional Status in Chronic Obstructive Pulmonary Disease Patients Undergoing Pulmonary Rehabilitation",http://dx.doi.org/10.20944/PREPRINTS201907.0097.V1,"Jul 8, 2019","['Physiology', 'Biology']",Preprints.org
Hyperglycemia: The Metabolic Syndrome Component That Aggravates Erectile Dysfunction in Mexican Patients,http://dx.doi.org/10.20944/PREPRINTS201906.0086.V1,"Jun 11, 2019",[],Preprints.org
"Lifestyle Habits and Mental Health in Light of the Two COVID-19 Pandemic Waves in Sweden, 2020",http://dx.doi.org/10.20944/PREPRINTS202102.0435.V1,"Feb 19, 2021",[],Preprints.org
"In Silico and In Vivo Assessment of L-17, a Thiadiazine Derivative with Putative Serotonin Reuptake Properties",http://dx.doi.org/10.20944/PREPRINTS202102.0589.V1,"Feb 25, 2021",[],Preprints.org
Mental Health of Children and Adolescents Amidst COVID 19 and Past Pandemics: A Rapid Systematic Review,http://dx.doi.org/10.20944/PREPRINTS202103.0149.V1,"Mar 4, 2021",['Accounting'],Preprints.org
Leukocyte Telomere Length Is Not Shortened in Methamphetamine Dependence or Methamphetamine-Induced Psychosis but Is Increased Following Traumatic Events.,http://dx.doi.org/10.20944/PREPRINTS202103.0632.V1,"Mar 25, 2021",[],Preprints.org
Psychological Distress and Somatization in Immigrants in Primary Health Care Practices,http://dx.doi.org/10.20944/PREPRINTS202011.0391.V1,"Nov 13, 2020",[],Preprints.org
An Examination of the Complex Pharmacological Properties of the Non-Selective Opioid Receptor Modulator Buprenorphine,http://dx.doi.org/10.20944/PREPRINTS202011.0443.V1,"Nov 17, 2020",[],Preprints.org
Natural Hydrogen System in Western Australia?,http://dx.doi.org/10.20944/PREPRINTS202010.0589.V1,"Oct 28, 2020",[],Preprints.org
Formation of magnetic nanocolumns during vapor phase deposition of a metal-polymer nanocomposite: experiments and kinetic Monte Carlo simulations,http://arxiv.org/abs/1302.2595,"Sep 19, 2013",['Physics'],arXiv
Quantum-mechanical calculation of ionization potential lowering in dense plasmas,http://arxiv.org/abs/1404.5484,"Jul 10, 2014","['Optics', 'Physics']",arXiv
"Understanding Forbush decrease drivers based on shock-only and CME-only models using global signature of February 14, 1978 event",http://arxiv.org/abs/1406.4608,"Dec 11, 2014",[],arXiv
Solution of the Bogoliubov-de Gennes equations at zero temperature throughout the BCS-BEC crossover: Josephson and related effects,http://arxiv.org/abs/0911.4026,"Jun 18, 2010",[],arXiv
Processing of polycyclic aromatic hydrocarbons in molecular-loop regions near the Galactic center revealed by AKARI,http://arxiv.org/abs/1110.2165,"May 30, 2015",[],arXiv
Formation of magnetic nanocolumns during vapor phase deposition of a metal-polymer nanocomposite: experiments and kinetic Monte Carlo simulations,http://arxiv.org/abs/1302.2595,"Sep 19, 2013",['Physics'],arXiv
Spectrophotometric analysis of the 5200A region for peculiar and normal stars,http://arxiv.org/abs/1402.1021,"Feb 6, 2014",[],arXiv
The X-ray coronae of the two brightest galaxies in the Coma cluster,http://dx.doi.org/10.1093/MNRAS/STU092,"Mar 5, 2014",[],arXiv
London Penetration Depth and Pair Breaking,http://dx.doi.org/10.1103/PHYSREVB.88.224508,"Feb 12, 2014",[],arXiv
Thermodynamics of SU(2) quantum Yang-Mills theory and CMB anomalies,http://arxiv.org/abs/1311.3160,"Jun 17, 2015",['Physics'],arXiv
An updated analytic model for the attenuation by the intergalactic medium,http://dx.doi.org/10.1093/MNRAS/STU936,"Oct 26, 2016",[],arXiv
Regulation of Neuromodulator Receptor Efficacy - Implications for Whole-Neuron and Synaptic Plasticity,http://arxiv.org/abs/q-bio/0401039,"May 23, 2007",['Biology'],arXiv
Faraday Cup Measurements of Ions Backstreaming into a Electron Beam Impinging on a Plasma Plume*,http://arxiv.org/abs/physics/0008165,"May 23, 2007",['Physics'],arXiv
The Global Financial Crisis and its Impact on India’s External Sector,http://mpra.ub.uni-muenchen.de/35974/1/MPRA_paper_35974.pdf,"Oct 29, 2015",[],RePEc
THE MENTAL HEALTH OF MOTHERS AND FATHERS BEFORE AND AFTER COHABITATION AND MARITAL DISSOLUTION,http://crcw.princeton.edu/workingpapers/WP09-03-FF.pdf,"Aug 15, 2013",[],RePEc
"Child Care Subsidies, Maternal Well-Being, and Child-Parent Interactions: Evidence from Three Nationally Representative Datasets",http://crcw.princeton.edu/workingpapers/WP12-01-FF.pdf,"Feb 5, 2015",[],RePEc
Soft Drinks Consumption is Associated with Behavior Problems in Five-Year Olds,http://crcw.princeton.edu/workingpapers/WP13-10-FF.pdf,"Mar 17, 2016",[],RePEc
The FTAA: Some Longer Term Issues,http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35298815,"Jul 11, 2013",[],RePEc
The Role of Public Employment Services in a Developing Country: The Case of Japan in the Twentieth Century,http://hermes-ir.lib.hit-u.ac.jp/rs/bitstream/10086/25645/1/No40-dp.pdf,"Jan 5, 2017",[],RePEc
"Early endowments, education, and health",http://humcap.uchicago.edu/RePEc/hka/wpaper/Conti_Heckman_Urzua_2010_earlyendowments.pdf,"Jul 16, 2015",[],RePEc
Ratio-of-Mediator-Probability Weighting for Causal Mediation Analysis in the Presence of Treatment-by-Mediator Interaction,http://humcap.uchicago.edu/RePEc/hka/wpaper/Hong_Deutsch_Hill_2013_ratio-mediator-prob-weight.pdf,"May 8, 2014",[],RePEc
"A Tale of Two Countries and Two Booms, Canada and the United States in the 1920s and the 2000s: The Roles of Monetary and Financial Stability Policies",http://www.rcfea.org/RePEc/pdf/wp44_13.pdf,"Aug 29, 2013",[],RePEc
Self-Reported Health and Gender: The Role of Social Norms,http://ftp.iza.org/dp9670.pdf,"Feb 11, 2016",[],RePEc
Childhood Sexual Abuse and Later-Life Economic Consequences,http://ftp.iza.org/dp6332.pdf,"Nov 5, 2015",[],RePEc
Sudden Changes in Volatility in European Stock Markets,http://www.ipag.fr/fileadmin/user_upload/mediatheque/recherche/WP/IPAG_WP_2013_32.pdf,"Nov 7, 2013",[],RePEc
FAMILIESâ€™ EXPERIENCES OF CHRONIC MENTAL ILLNESS INDIVIDUALS RELATED SPECIFIC CULTURAL PRACTICES: PHENOMENOLOGICAL STUDY,http://iises.net/proceedings/international-academic-conference-rome/table-of-content/detail?cid=10&iid=115&rid=3253,"Feb 4, 2016",[],RePEc
In search of a better governance in the euro area,http://spire.sciencespo.fr/hdl:/2441/63g6fe7kgp82vpg084ogo3keke/resources/revue-134-mathieu.pdf,"Aug 7, 2014",[],RePEc
"Dette publique, depression et croissance en France, 1871 -1914",http://spire.sciencespo.fr/hdl:/2441/3vq5c5dm4l9hna2661vel91h71/resources/wp2015-09.pdf,"Apr 2, 2015",[],RePEc
Which Way to Go? The Effects of the Great Recession on Economic Thought,http://iises.net/proceedings/17th-international-academic-conference-vienna/table-of-content/detail?cid=26&iid=009&rid=4482,"Mar 17, 2016",[],RePEc
Working Paper 155,http://www.oenb.at/dms/oenb/Publikationen/Volkswirtschaft/Working-Papers/2009/Working-Paper-155/fullversion/wp155_tcm16-111934.pdf,"Jan 2, 2014",[],RePEc
Baby busts and baby booms: the fertility response to shocks in dynastic models,,"Aug 20, 2015",[],RePEc
The IMF and the force of History; Ten Events and Ten Ideas that Have Shaped the Institution,http://www.imf.org/external/pubs/cat/longres.aspx?sk=17199,"Mar 3, 2016",[],RePEc
GREECE: SOLIDARITY AND ADJUSTMENT IN TIMES OF CRISIS,http://www.boeckler.de/pdf/p_imk_study_38_2015.pdf,"Jun 25, 2015",[],RePEc
The Real and Financial Implications of the Global Saving Glut: A Three-Country Model,http://hal.archives-ouvertes.fr/hal-00380417v2/document,"Sep 17, 2015",[],RePEc
Is government spending a free lunch? -- evidence from China,http://research.stlouisfed.org/wp/2013/2013-013.pdf,"Dec 8, 2016",[],RePEc
Partisan conflict,http://www.philadelphiafed.org/research-and-data/publications/working-papers/2014/wp14-19.pdf,"Nov 20, 2014",[],RePEc
Does immigration crowd natives into or out of higher education?,http://www.bostonfed.org/economic/wp/wp2015/wp1518.pdf,"Feb 4, 2016",[],RePEc
Top Incomes in the Long Run of History,http://www.nber.org/papers/w15408.pdf,"Mar 16, 2017",[],RePEc
Top Wealth Shares in the United States: 1916-2000: Evidence from Estate Tax Returns,http://www.nber.org/papers/w10399.pdf,"Mar 16, 2017",[],RePEc
Rare Events and Long-Run Risks,http://www.nber.org/papers/w21871.pdf,"Mar 10, 2016",[],RePEc
"Child Care Subsidies, Maternal Well-Being, and Child-Parent Interactions: Evidence from Three Nationally Representative Datasets",http://www.nber.org/papers/w17774.pdf,"Oct 8, 2015",[],RePEc
"Latin America and Foreign Capital in the Twentieth Century: Economics, Politics, and Institutional Change",http://www.nber.org/papers/w7394.pdf,"Mar 6, 2014",[],RePEc
"A multilevel simultaneous equations model for within-cluster dynamic effects, with an application to reciprocal parent–child and sibling effects",http://eprints.lse.ac.uk/50114/,"Mar 6, 2014",[],RePEc
A trojan horse in Daoguang China? Explaining the flows of silver in and out of China,http://eprints.lse.ac.uk/49082/,"Nov 20, 2014",[],RePEc
The Twentieth Century Record of Inequality and Poverty in the United States,http://www.irp.wisc.edu/publications/dps/pdfs/dp116698.pdf,"Jan 14, 2016",[],RePEc
"The Current Economic Crisis: Causes, Cures and Consequences",http://www.wifo.ac.at/wwa/pubid/36501,"Jun 13, 2013",[],RePEc
The American Wage Structure 1920-1947,http://econwpa.repec.org/eps/mac/papers/9809/9809010.pdf,"May 21, 2015",[],RePEc
"""The Real Thing:"" Nominal Price Rigidity of the Nickel Coke, 1886-1959",http://econwpa.repec.org/eps/mac/papers/0402/0402013.pdf,"May 21, 2015",[],RePEc
Stylized facts on the interaction between income distribution and the Great Recession,http://www.economics-ejournal.org/economics/discussionpapers/2013-25,"Nov 17, 2016",[],RePEc
The Role of Awakening Cortisol and Psychological Distress in Diurnal Variations in Affect: A Day Reconstruction Study,http://www.ucd.ie/geary/static/publications/workingpapers/gearywp201033.pdf,"Apr 10, 2014",[],RePEc
In search of a better governance in the euro area,http://hal-sciencespo.archives-ouvertes.fr/hal-01053901/document,"Aug 20, 2015",[],RePEc
Charles Rist and the French missions in Romania 1929-1933. Why the 'Money Doctors' failed?,,"Nov 12, 2015",[],RePEc
Asset Prices and Banking Distress: A Macroeconomic Approach,http://econwpa.repec.org/eps/fin/papers/0411/0411034.pdf,"May 21, 2015",[],RePEc
In search of a better governance in the euro area,http://hal-sciencespo.archives-ouvertes.fr/hal-01053901/document,"Aug 20, 2015",[],RePEc
The Role of Public Employment Services in a Developing Country: The Case of Japan in the Twentieth Century,http://hermes-ir.lib.hit-u.ac.jp/rs/bitstream/10086/25645/1/No40-dp.pdf,"Jan 5, 2017",[],RePEc
"Early endowments, education, and health",http://humcap.uchicago.edu/RePEc/hka/wpaper/Conti_Heckman_Urzua_2010_earlyendowments.pdf,"Jul 16, 2015",[],RePEc
Ratio-of-Mediator-Probability Weighting for Causal Mediation Analysis in the Presence of Treatment-by-Mediator Interaction,http://humcap.uchicago.edu/RePEc/hka/wpaper/Hong_Deutsch_Hill_2013_ratio-mediator-prob-weight.pdf,"May 8, 2014",[],RePEc
Navigome: Navigating the Human Phenome,http://dx.doi.org/10.1101/449207,"Oct 22, 2018",[],bioRxiv
A glimpse at deep brain stimulation mechanisms using subthalamic nucleus optogenetic manipulations,http://dx.doi.org/10.1101/450767,"Nov 2, 2018",[],bioRxiv
The Prevalence And Benefits Of Admixture During Species Invasions: A Role For Epistasis?,http://biorxiv.org/content/early/2017/05/18/139709,"May 18, 2017",[],bioRxiv
Feed-forward and Feedback Control in Astrocytes for Ca2+-based Molecular Communications Nanonetworks,http://dx.doi.org/10.1101/177154,"Aug 18, 2017",[],bioRxiv
Intrinsic functional connectivity of the central extended amygdala,http://www.biorxiv.org/content/early/2017/08/20/178533,"Aug 20, 2017",[],bioRxiv
Parkinson's disease-linked Parkin mutations impair glutamatergic synaptic transmission and plasticity,http://www.biorxiv.org/content/early/2018/07/20/373597,"Jul 20, 2018",[],bioRxiv
Twitter and Census Data Analytics to Explore Socioeconomic Factors for Post-COVID-19 Reopening Sentiment,http://dx.doi.org/10.20944/PREPRINTS202007.0019.V1,"Jul 3, 2020",[],Preprints.org
Navigome: Navigating the Human Phenome,http://dx.doi.org/10.1101/449207,"Oct 22, 2018",[],bioRxiv
A glimpse at deep brain stimulation mechanisms using subthalamic nucleus optogenetic manipulations,http://dx.doi.org/10.1101/450767,"Nov 2, 2018",[],bioRxiv
Nucleus accumbens cholinergic interneurons oppose cue-motivated behavior,http://www.biorxiv.org/content/early/2019/01/15/520817,"Jan 15, 2019",[],bioRxiv
Accuracy of gene expression prediction from genotype data with PrediXcan varies across diverse populations,http://dx.doi.org/10.1101/524728,"Jan 18, 2019",[],bioRxiv
CEACAM1 regulates the IL-6 mediated fever response to LPS through the RP105 receptor in murine monocytes,http://www.biorxiv.org/content/early/2018/08/17/394577,"Aug 17, 2018",[],bioRxiv
Parkinson's disease-linked Parkin mutations impair glutamatergic synaptic transmission and plasticity,http://www.biorxiv.org/content/early/2018/07/20/373597,"Jul 20, 2018",[],bioRxiv
Powerful and Efficient Strategies for Genetic Association Testing of Symptom and Questionnaire Data in Psychiatric Genetic Studies,http://www.biorxiv.org/content/early/2018/08/03/383471,"Aug 3, 2018",[],bioRxiv
The Prevalence And Benefits Of Admixture During Species Invasions: A Role For Epistasis?,http://biorxiv.org/content/early/2017/05/18/139709,"May 18, 2017",[],bioRxiv
Feed-forward and Feedback Control in Astrocytes for Ca2+-based Molecular Communications Nanonetworks,http://dx.doi.org/10.1101/177154,"Aug 18, 2017",[],bioRxiv
Intrinsic functional connectivity of the central extended amygdala,http://www.biorxiv.org/content/early/2017/08/20/178533,"Aug 20, 2017",[],bioRxiv
Phylogenetic Comparative Methods on Phylogenetic Networks with Reticulations,http://dx.doi.org/10.1101/194050,"Sep 28, 2017",[],bioRxiv
Mapping nonapoptotic caspase activity with a transgenic reporter in mice,http://dx.doi.org/10.1101/196105,"Jan 26, 2018",[],bioRxiv
Computational model of brainstem circuit for state dependent control of hypoglossal motoneurons,http://www.biorxiv.org/content/early/2017/10/05/199117,"Oct 5, 2017",[],bioRxiv
"Why do women choose to start, continue or stop breastfeeding? a qualitative phenomenological interpretive analysis",http://peerj.com/preprints/1166,"Aug 17, 2015","[""Women's Health"", 'Nursing', 'Psychiatry and Psychology']",PeerJ
Quantifying the variability of optimal cutpoints and reference values for diagnostic measures,http://peerj.com/preprints/635v1,"Nov 25, 2014","['Epidemiology', 'Translational Medical Research', 'Statistics and Probability', 'Psychiatry and Psychology', 'Public Health', 'Clinical Trials']",PeerJ
